plate	well	cell.line	drug1	drug1.conc	dip_rate	dip_fit_std_err
HTS001_DS7-2	M8	DS7	seliciclib	3.72e-09	0.0352416374343113	0.000399092799363987
HTS001_DS7-2	M9	DS7	seliciclib	1.246e-09	0.0363692175398287	0.000362252528734701
HTS001_DS7-2	M10	DS7	seliciclib	3.0525e-10	0.0370971095665386	0.000449031199319962
HTS001_DS7-2	M11	DS7	seliciclib	7.47625e-11	0.0334917071295418	0.000559918314371238
HTS001_DS7-2	M12	DS7	seliciclib	1.86875e-11	0.0330284102335529	0.000417588381840802
HTS001_DS7-2	M13	DS7	dactolisib	3.96875e-06	0.0100164500544454	0.000353795160337107
HTS001_DS7-2	M14	DS7	dactolisib	9.92125e-07	0.0158660777277021	0.000528182209551551
HTS001_DS7-2	M15	DS7	dactolisib	2.48e-07	0.0243538808507386	0.000649827278504003
HTS001_DS7-2	M16	DS7	dactolisib	6.20125e-08	0.0322007463671112	0.000444690829008552
HTS001_DS7-2	M17	DS7	dactolisib	1.55e-08	0.0350946321338487	0.000433533274807235
HTS001_DS7-2	M18	DS7	dactolisib	3.72e-09	0.0357093839523862	0.000453842556248597
HTS001_DS7-2	M19	DS7	dactolisib	1.246e-09	0.0400353052689702	0.00054004978325127
HTS001_DS7-2	M20	DS7	dactolisib	3.0525e-10	0.0335896244572344	0.000430318069445454
HTS001_DS7-2	M21	DS7	dactolisib	7.47625e-11	0.0338464181188292	0.000422479493877394
HTS001_DS7-2	M22	DS7	dactolisib	1.86875e-11	0.0341071908863032	0.00054398663112454
HTS001_DS7-2	M23	DS7			0.0389417745821694	0.000701953839391981
HTS001_DS7-2	N2	DS7			0.0387573383461982	0.000822308765080172
HTS001_DS7-2	N3	DS7	temsirolimus	1.984375e-06	0.0271108684392099	0.000697314517741636
HTS001_DS7-2	N4	DS7	temsirolimus	4.960625e-07	0.0238544154018244	0.000657196393908263
HTS001_DS7-2	N5	DS7	temsirolimus	1.24e-07	0.0241501391584448	0.000498183594413037
HTS001_DS7-2	N6	DS7	temsirolimus	3.100625e-08	0.0273373903065922	0.000720641389269819
HTS001_DS7-2	N7	DS7	temsirolimus	7.75e-09	0.0264387612388306	0.000663470955034845
HTS001_DS7-2	N8	DS7	temsirolimus	1.86e-09	0.0270721802958164	0.000628604316975766
HTS001_DS7-2	N9	DS7	temsirolimus	6.23e-10	0.0300871815449436	0.000741813470779725
HTS001_DS7-2	N10	DS7	temsirolimus	1.52625e-10	0.0290224515268613	0.000659074588342523
HTS001_DS7-2	N11	DS7	temsirolimus	3.738125e-11	0.0351960288972471	0.000594442158204482
HTS001_DS7-2	N12	DS7	temsirolimus	9.34375e-12	0.0345561183970319	0.00048246324213685
HTS001_DS7-2	N13	DS7	paclitaxel	3.96875e-06	0.0156724120837164	0.00370054329199606
HTS001_DS7-2	N14	DS7	paclitaxel	9.92125e-07	-0.0147366855498505	0.00142307734009433
HTS001_DS7-2	N15	DS7	paclitaxel	2.48e-07	-0.0033927735909635	0.000433328464305627
HTS001_DS7-2	N16	DS7	paclitaxel	6.20125e-08	0.0382441056219142	0.000504912417185551
HTS001_DS7-2	N17	DS7	paclitaxel	1.55e-08	-0.0108290748096823	0.00135697830441131
HTS001_DS7-2	N18	DS7	paclitaxel	3.72e-09	-0.00514781839761731	0.000834902967341035
HTS001_DS7-2	N19	DS7	paclitaxel	1.246e-09	0.0167068569330348	0.000390644740305585
HTS001_DS7-2	N20	DS7	paclitaxel	3.0525e-10	-0.00706061642319647	0.00100342086249176
HTS001_DS7-2	N21	DS7	paclitaxel	7.47625e-11	0.031804089225064	0.000326199938172314
HTS001_DS7-2	N22	DS7	paclitaxel	1.86875e-11	0.033745126741915	0.000528939638417936
HTS001_DS7-2	N23	DS7			0.0397814337179962	0.000612505929087187
HTS001_DS7-2	O2	DS7			0.0373549960625093	0.000871403711003568
HTS001_DS7-2	O3	DS7	panobinostat	3.96875e-07	0.00463322634038876	0.000964470497142651
HTS001_DS7-2	O4	DS7	panobinostat	9.92125e-08	0.0117688828658905	0.00349984848979228
HTS001_DS7-2	O5	DS7	panobinostat	2.48e-08	-0.00358460855513583	0.000526058784070287
HTS001_DS7-2	O6	DS7	panobinostat	6.20125e-09	0.0213692167046348	0.000432868935021664
HTS001_DS7-2	O7	DS7	panobinostat	1.55e-09	0.0276469146945167	0.000277981336882481
HTS001_DS7-2	O8	DS7	panobinostat	3.72e-10	0.0367694344464388	0.000537365115600196
HTS001_DS7-2	O9	DS7	panobinostat	1.246e-10	0.0343711218806878	0.000399295455027267
HTS001_DS7-2	O10	DS7	panobinostat	3.0525e-11	0.0310268046669223	0.000549558678994065
HTS001_DS7-2	O11	DS7	panobinostat	7.47625e-12	0.0380235800159778	0.000411962936099711
HTS001_DS7-2	O12	DS7	panobinostat	1.86875e-12	0.0364185516411035	0.000512081755482886
HTS001_DS7-2	O13	DS7	bortezomib	3.96875e-06	-0.00941328000218562	0.00125442925558557
HTS001_DS7-2	O14	DS7	bortezomib	9.92125e-07	0.00380266936544117	0.000423882550924628
HTS001_DS7-2	O15	DS7	bortezomib	2.48e-07	-0.00667028131668404	0.000601318234035752
HTS001_DS7-2	O16	DS7	bortezomib	6.20125e-08	-0.0166225950435836	0.00150833761214449
HTS001_DS7-2	O17	DS7	bortezomib	1.55e-08	0.00687704169741828	0.00105112308803456
HTS001_DS7-2	O18	DS7	bortezomib	3.72e-09	0.0381604325959158	0.000424283096351522
HTS001_DS7-2	O19	DS7	bortezomib	1.246e-09	0.0357596583147404	0.000502756197528113
HTS001_DS7-2	O20	DS7	bortezomib	3.0525e-10	0.0351732292714536	0.000342782597099575
HTS001_DS7-2	O21	DS7	bortezomib	7.47625e-11	0.0341942865537491	0.000462506052347059
HTS001_DS7-2	O22	DS7	bortezomib	1.86875e-11	0.0352269556716152	0.000544015585282267
HTS001_DS7-2	O23	DS7			0.0389337716731791	0.000866657654352448
HTS001_DS8-2	B2	DS8			0.0412117115171124	0.000967234859235146
HTS001_DS8-2	B3	DS8	erlotinib	3.96875e-06	0.0105775397349375	0.00100559414537528
HTS001_DS8-2	B4	DS8	erlotinib	9.92125e-07	0.0181126844022244	0.00135335259107107
HTS001_DS8-2	B5	DS8	erlotinib	2.48e-07	0.00998760514048773	0.00117795516974572
HTS001_DS8-2	B6	DS8	erlotinib	6.20125e-08	0.00896521057229222	0.000953355574552882
HTS001_DS8-2	B7	DS8	erlotinib	1.55e-08	0.0197110776689277	0.00118942529145638
HTS001_DS8-2	B8	DS8	erlotinib	3.72e-09	0.0404692530718899	0.000360121695464103
HTS001_DS8-2	B9	DS8	erlotinib	1.246e-09	0.0450590018225496	0.000566539778268604
HTS001_DS8-2	B10	DS8	erlotinib	3.0525e-10	0.0394855904810069	0.000372569168090624
HTS001_DS8-2	B11	DS8	erlotinib	7.47625e-11	0.0415033472380314	0.000526645066717669
HTS001_DS8-2	B12	DS8	erlotinib	1.86875e-11	0.0423821457204968	0.000610866535774361
HTS001_DS8-2	B13	DS8	gefitinib	3.96875e-06	0.0210907725158387	0.000757497860722181
HTS001_DS8-2	B14	DS8	gefitinib	9.92125e-07	0.012484421984557	0.000732549026410875
HTS001_DS8-2	B15	DS8	gefitinib	2.48e-07	0.00742474685247857	0.000813382843546338
HTS001_DS8-2	B16	DS8	gefitinib	6.20125e-08	0.0142462718265433	0.00127351399736982
HTS001_DS8-2	B17	DS8	gefitinib	1.55e-08	0.0124831984099186	0.000778093186714829
HTS001_DS8-2	B18	DS8	gefitinib	3.72e-09	0.0402330724050941	0.000559008989162827
HTS001_DS8-2	B19	DS8	gefitinib	1.246e-09	0.041465893599989	0.000504497019656008
HTS001_DS8-2	B20	DS8	gefitinib	3.0525e-10	0.0383314762140978	0.000503573355367173
HTS001_DS8-2	B21	DS8	gefitinib	7.47625e-11	0.0410958369094244	0.000613731804173443
HTS001_DS8-2	B22	DS8	gefitinib	1.86875e-11	0.0426581046095683	0.000476459461211259
HTS001_DS8-2	B23	DS8			0.044323399014227	0.000610755805078609
HTS001_DS8-2	C2	DS8			0.0372598862600545	0.00111293697210448
HTS001_DS8-2	C3	DS8	osimertinib	3.96875e-06	-0.00378813531612594	0.000705457712247098
HTS001_DS8-2	C4	DS8	osimertinib	9.92125e-07	0.0092384630765759	0.000640201653947522
HTS001_DS8-2	C5	DS8	osimertinib	2.48e-07	0.00766859237014392	0.000507142657165364
HTS001_DS8-2	C6	DS8	osimertinib	6.20125e-08	0.0107964210312149	0.000886242077622409
HTS001_DS8-2	C7	DS8	osimertinib	1.55e-08	0.00695469588488209	0.000788910121459331
HTS001_DS8-2	C8	DS8	osimertinib	3.72e-09	0.023589968006724	0.000540828476498522
HTS001_DS8-2	C9	DS8	osimertinib	1.246e-09	0.0375733495071796	0.000432524859146655
HTS001_DS8-2	C10	DS8	osimertinib	3.0525e-10	0.0357503772932879	0.000512108903982005
HTS001_DS8-2	C11	DS8	osimertinib	7.47625e-11	0.0392029120275964	0.000383189545287792
HTS001_DS8-2	C12	DS8	osimertinib	1.86875e-11	0.0411310669238977	0.00040358230768662
HTS001_DS8-2	C13	DS8	rociletinib	3.96875e-06	-0.0052393763902129	0.000722280656372902
HTS001_DS8-2	C14	DS8	rociletinib	9.92125e-07	0.0135610780462616	0.00108059620147318
HTS001_DS8-2	C15	DS8	rociletinib	2.48e-07	0.0133902574476237	0.001049763696418
HTS001_DS8-2	C16	DS8	rociletinib	6.20125e-08	0.0325535402294351	0.000603064639420452
HTS001_DS8-2	C17	DS8	rociletinib	1.55e-08	0.0381346534720267	0.000461261906758539
HTS001_DS8-2	C18	DS8	rociletinib	3.72e-09	0.0429126193128347	0.000470443965965903
HTS001_DS8-2	C19	DS8	rociletinib	1.246e-09	0.0431420748497461	0.000812499011983647
HTS001_DS8-2	C20	DS8	rociletinib	3.0525e-10	0.0422919452917443	0.000365391059521214
HTS001_DS8-2	C21	DS8	rociletinib	7.47625e-11	0.0418248102059442	0.000459513973630431
HTS001_DS8-2	C22	DS8	rociletinib	1.86875e-11	0.0431621319895904	0.000713165624351567
HTS001_DS8-2	C23	DS8			0.043958516218048	0.00102724996325583
HTS001_DS8-2	D2	DS8			0.0394672945029596	0.000814172264009249
HTS001_DS8-2	D3	DS8	lapatinib	3.96875e-06	0.0300812005277374	0.0010258434791421
HTS001_DS8-2	D4	DS8	lapatinib	9.92125e-07	0.023741344772819	0.00111356100071142
HTS001_DS8-2	D5	DS8	lapatinib	2.48e-07	0.0404627779503113	0.000380777759918145
HTS001_DS8-2	D6	DS8	lapatinib	6.20125e-08	0.0423190134260429	0.000780740341959338
HTS001_DS8-2	D7	DS8	lapatinib	1.55e-08	0.0435218792847339	0.000403423803283296
HTS001_DS8-2	D8	DS8	lapatinib	3.72e-09	0.0418240103512827	0.000756471725768775
HTS001_DS8-2	D9	DS8	lapatinib	1.246e-09	0.0413899908780286	0.000770777409138907
HTS001_DS8-2	D10	DS8	lapatinib	3.0525e-10	0.0426273172822577	0.000690372237677794
HTS001_DS8-2	D11	DS8	lapatinib	7.47625e-11	0.0404564461778259	0.000571339623855919
HTS001_DS8-2	D12	DS8	lapatinib	1.86875e-11	0.0447981463582205	0.000710337688385873
HTS001_DS8-2	D13	DS8	afatinib	3.96875e-06	-0.0112715480717762	0.000813043270508417
HTS001_DS8-2	D14	DS8	afatinib	9.92125e-07	0.0208228253876811	0.00111296518884211
HTS001_DS8-2	D15	DS8	afatinib	2.48e-07	0.0111779320496145	0.00108341293693081
HTS001_DS8-2	D16	DS8	afatinib	6.20125e-08	0.00570390733474029	0.0006480707821801
HTS001_DS8-2	D17	DS8	afatinib	1.55e-08	0.00961632598086122	0.00102014665793192
HTS001_DS8-2	D18	DS8	afatinib	3.72e-09	0.00849638162296979	0.00107743836839792
HTS001_DS8-2	D19	DS8	afatinib	1.246e-09	0.00644213272420897	0.000627448517561981
HTS001_DS8-2	D20	DS8	afatinib	3.0525e-10	0.00865124585706892	0.000917683240288666
HTS001_DS8-2	D21	DS8	afatinib	7.47625e-11	0.0174871601251466	0.0010438602610847
HTS001_DS8-2	D22	DS8	afatinib	1.86875e-11	0.0403322537766075	0.000480567267435708
HTS001_DS8-2	D23	DS8			0.0426515467342232	0.000588867389973807
HTS001_DS8-2	E2	DS8			0.0363068339958035	0.000774514698741034
HTS001_DS8-2	E3	DS8	neratinib	3.96875e-06	0.028052294279917	0.000739970878537631
HTS001_DS8-2	E4	DS8	neratinib	9.92125e-07	0.0123954570427375	0.00108434861710429
HTS001_DS8-2	E5	DS8	neratinib	2.48e-07	0.0281948082561313	0.000769575781069394
HTS001_DS8-2	E6	DS8	neratinib	6.20125e-08	0.0378096131681048	0.000344286800980029
HTS001_DS8-2	E7	DS8	neratinib	1.55e-08	0.0383885104594247	0.000513664982464126
HTS001_DS8-2	E8	DS8	neratinib	3.72e-09	0.0561220180132467	0.000937961953747575
HTS001_DS8-2	E9	DS8	neratinib	1.246e-09	0.0432374230336968	0.000946576997056254
HTS001_DS8-2	E10	DS8	neratinib	3.0525e-10	0.0552629493573039	0.000879124371549085
HTS001_DS8-2	E11	DS8	neratinib	7.47625e-11	0.0430568359193039	0.000774416555785871
HTS001_DS8-2	E12	DS8	neratinib	1.86875e-11	0.0380853088654454	0.000633853663633707
HTS001_DS8-2	E13	DS8	trametinib	3.96875e-07	0.00879578489708858	0.00104041818623681
HTS001_DS8-2	E14	DS8	trametinib	9.92125e-08	0.0141527562951168	0.00085607430757753
HTS001_DS8-2	E15	DS8	trametinib	2.48e-08	0.0295455608926917	0.00049669007305436
HTS001_DS8-2	E16	DS8	trametinib	6.20125e-09	0.0373233506979103	0.000414998028868975
HTS001_DS8-2	E17	DS8	trametinib	1.55e-09	0.0382902555376085	0.000435100599493363
HTS001_DS8-2	E18	DS8	trametinib	3.72e-10	0.0442098009323846	0.000531386564345561
HTS001_DS8-2	E19	DS8	trametinib	1.246e-10	0.0427502709280388	0.000793909628678656
HTS001_DS8-2	E20	DS8	trametinib	3.0525e-11	0.0422619728266104	0.000580990341388194
HTS001_DS8-2	E21	DS8	trametinib	7.47625e-12	0.0415503514955195	0.000841815327075214
HTS001_DS8-2	E22	DS8	trametinib	1.86875e-12	0.0437147778256158	0.000725947453263974
HTS001_DS8-2	E23	DS8			0.041159029828522	0.000784358558307265
HTS001_DS8-2	F2	DS8			0.0385501040577702	0.000905459027949529
HTS001_DS8-2	F3	DS8	seliciclib	3.96875e-06	0.0512259890603969	0.000820468726651692
HTS001_DS8-2	F4	DS8	seliciclib	9.92125e-07	0.0408895004523937	0.000757681361370194
HTS001_DS8-2	F5	DS8	seliciclib	2.48e-07	0.0400696868443356	0.000662062446249558
HTS001_DS8-2	F6	DS8	seliciclib	6.20125e-08	0.0397692680785344	0.00048540317176995
HTS001_DS8-2	F7	DS8	seliciclib	1.55e-08	0.0408579487498396	0.000725344856336073
HTS001_DS8-2	F8	DS8	seliciclib	3.72e-09	0.0421674164133477	0.000660368629945004
HTS001_DS8-2	F9	DS8	seliciclib	1.246e-09	0.0381895926904245	0.000722865280304216
HTS001_DS8-2	F10	DS8	seliciclib	3.0525e-10	0.0405315760159953	0.000669604166031538
HTS001_DS8-2	F11	DS8	seliciclib	7.47625e-11	0.037517253256482	0.000594179173196097
HTS001_DS8-2	F12	DS8	seliciclib	1.86875e-11	0.0406319497939053	0.000567449351064415
HTS001_DS8-2	F13	DS8	dactolisib	3.96875e-06	0.00422881038911156	0.000558875205006137
HTS001_DS8-2	F14	DS8	dactolisib	9.92125e-07	0.0107139828116554	0.000469042731363119
HTS001_DS8-2	F15	DS8	dactolisib	2.48e-07	0.0216220542342691	0.000424790437519963
HTS001_DS8-2	F16	DS8	dactolisib	6.20125e-08	0.0338469525173151	0.00020202356525906
HTS001_DS8-2	F17	DS8	dactolisib	1.55e-08	0.0402063225690454	0.000643479084800209
HTS001_DS8-2	F18	DS8	dactolisib	3.72e-09	0.0423294613169781	0.000426747029129683
HTS001_DS8-2	F19	DS8	dactolisib	1.246e-09	0.0412158546743296	0.000644291780528123
HTS001_DS8-2	F20	DS8	dactolisib	3.0525e-10	0.0425242618564452	0.000593475561771956
HTS001_DS8-2	F21	DS8	dactolisib	7.47625e-11	0.0434730131415791	0.000570503784665956
HTS001_DS8-2	F22	DS8	dactolisib	1.86875e-11	0.045410087545755	0.000616843612472631
HTS001_DS8-2	F23	DS8			0.0378704441710964	0.00080450806424065
HTS001_DS8-2	G2	DS8			0.0382096660906783	0.000913425353631804
HTS001_DS8-2	G3	DS8	temsirolimus	1.984375e-06	0.0279807904971504	0.000393312799549439
HTS001_DS8-2	G4	DS8	temsirolimus	4.960625e-07	0.0264282098188314	0.000330377267577481
HTS001_DS8-2	G5	DS8	temsirolimus	1.24e-07	0.0286732740100006	0.000404785704564308
HTS001_DS8-2	G6	DS8	temsirolimus	3.100625e-08	0.0292925505051881	0.000363006967568713
HTS001_DS8-2	G7	DS8	temsirolimus	7.75e-09	0.0311233479751484	0.000420918884645737
HTS001_DS8-2	G8	DS8	temsirolimus	1.86e-09	0.0347428944180634	0.000309701438075412
HTS001_DS8-2	G9	DS8	temsirolimus	6.23e-10	0.036601037675297	0.000337018842601166
HTS001_DS8-2	G10	DS8	temsirolimus	1.52625e-10	0.0347657632077958	0.000381097049747718
HTS001_DS8-2	G11	DS8	temsirolimus	3.738125e-11	0.0379213575375506	0.000536344034972927
HTS001_DS8-2	G12	DS8	temsirolimus	9.34375e-12	0.0413423306347766	0.000726276651685985
HTS001_DS8-2	G13	DS8	paclitaxel	3.96875e-06	-0.0103094630503232	0.001040700925942
HTS001_DS8-2	G14	DS8	paclitaxel	9.92125e-07	-0.005378031221348	0.00064722888511759
HTS001_DS8-2	G15	DS8	paclitaxel	2.48e-07	-0.00478231038043052	0.000842013763319005
HTS001_DS8-2	G16	DS8	paclitaxel	6.20125e-08	0.0406652730254305	0.00086346099508402
HTS001_DS8-2	G17	DS8	paclitaxel	1.55e-08	-0.00863625325938253	0.00106958009531328
HTS001_DS8-2	G18	DS8	paclitaxel	3.72e-09	-0.0105039666051752	0.000809309556099535
HTS001_DS8-2	G19	DS8	paclitaxel	1.246e-09	0.0342529678872827	0.000380170672698012
HTS001_DS8-2	G20	DS8	paclitaxel	3.0525e-10	0.00379369079842647	0.000737614718271914
HTS001_DS8-2	G21	DS8	paclitaxel	7.47625e-11	0.0402549598173197	0.000363077506584977
HTS001_DS8-2	G22	DS8	paclitaxel	1.86875e-11	0.0451687549819755	0.000554114751036375
HTS001_DS8-2	G23	DS8			0.0410012997842155	0.00084085722511217
HTS001_DS8-2	H2	DS8			0.0386422860070489	0.000665946411887221
HTS001_DS8-2	H3	DS8	panobinostat	3.96875e-07	-0.0108551183644139	0.0015989857129417
HTS001_DS8-2	H4	DS8	panobinostat	9.92125e-08	-0.0098969908362339	0.00108214222730694
HTS001_DS8-2	H5	DS8	panobinostat	2.48e-08	-0.0028567169394465	0.000377233371535106
HTS001_DS8-2	H6	DS8	panobinostat	6.20125e-09	0.0195491044733764	0.000412434627605502
HTS001_DS8-2	H7	DS8	panobinostat	1.55e-09	0.0349439417138148	0.000486007037251439
HTS001_DS8-2	H8	DS8	panobinostat	3.72e-10	0.0410030026857768	0.00064088357308079
HTS001_DS8-2	H9	DS8	panobinostat	1.246e-10	0.0386631727971178	0.000659742614179121
HTS001_DS8-2	H10	DS8	panobinostat	3.0525e-11	0.0392389343865387	0.000352598943944915
HTS001_DS8-2	H11	DS8	panobinostat	7.47625e-12	0.0414878494261716	0.000818181778221126
HTS001_DS8-2	H12	DS8	panobinostat	1.86875e-12	0.0446258265141356	0.00074025688702323
HTS001_DS8-2	H13	DS8	bortezomib	3.96875e-06	-0.00791188969772914	0.000944630025428449
HTS001_DS8-2	H14	DS8	bortezomib	9.92125e-07	-0.0107527086420743	0.0013026687469908
HTS001_DS8-2	H15	DS8	bortezomib	2.48e-07	0.00506750216092797	0.000787551412996669
HTS001_DS8-2	H16	DS8	bortezomib	6.20125e-08	-0.00400334473755824	0.000670372047669924
HTS001_DS8-2	H17	DS8	bortezomib	1.55e-08	-0.00653206439355725	0.000807960692426387
HTS001_DS8-2	H18	DS8	bortezomib	3.72e-09	0.0450820637050535	0.000923688347082781
HTS001_DS8-2	H19	DS8	bortezomib	1.246e-09	0.041690217925494	0.000644583970652376
HTS001_DS8-2	H20	DS8	bortezomib	3.0525e-10	0.0404337137017733	0.000364350625042817
HTS001_DS8-2	H21	DS8	bortezomib	7.47625e-11	0.0418769092175385	0.000705444347871092
HTS001_DS8-2	H22	DS8	bortezomib	1.86875e-11	0.0425953632182947	0.000756329292308055
HTS001_DS8-2	H23	DS8			0.040794196416483	0.000863702647974549
HTS001_DS8-2	I2	DS8			0.0365035920021614	0.00105874118500814
HTS001_DS8-2	I3	DS8	erlotinib	3.96875e-06	0.0116227501771407	0.000734330090122329
HTS001_DS8-2	I4	DS8	erlotinib	9.92125e-07	0.0134460573907505	0.00105352360969505
HTS001_DS8-2	I5	DS8	erlotinib	2.48e-07	0.00488814289258967	0.000437117264491219
HTS001_DS8-2	I6	DS8	erlotinib	6.20125e-08	0.0113912183683472	0.00103097154729937
HTS001_DS8-2	I7	DS8	erlotinib	1.55e-08	0.0282005923329636	0.000748655649908329
HTS001_DS8-2	I8	DS8	erlotinib	3.72e-09	0.0381610529195501	0.000313255694995175
HTS001_DS8-2	I9	DS8	erlotinib	1.246e-09	0.0390994937505363	0.000365365470070544
HTS001_DS8-2	I10	DS8	erlotinib	3.0525e-10	0.0392594050269823	0.000428519989015384
HTS001_DS8-2	I11	DS8	erlotinib	7.47625e-11	0.0406282548423899	0.00051853876542381
HTS001_DS8-2	I12	DS8	erlotinib	1.86875e-11	0.0388670061276646	0.000902968225375623
HTS001_DS8-2	I13	DS8	gefitinib	3.96875e-06	0.0198460914399212	0.000524883522656432
HTS001_DS8-2	I14	DS8	gefitinib	9.92125e-07	0.0110535955645056	0.00048806640029151
HTS001_DS8-2	I15	DS8	gefitinib	2.48e-07	0.012913763027183	0.000877820329847528
HTS001_DS8-2	I16	DS8	gefitinib	6.20125e-08	0.0119883898358237	0.00114378166378939
HTS001_DS8-2	I17	DS8	gefitinib	1.55e-08	0.0172570070396804	0.00076872036127675
HTS001_DS8-2	I18	DS8	gefitinib	3.72e-09	0.0386781825927761	0.000453359514951877
HTS001_DS8-2	I19	DS8	gefitinib	1.246e-09	0.040312124029133	0.00046290238760942
HTS001_DS8-2	I20	DS8	gefitinib	3.0525e-10	0.0394677381896288	0.0003746210007429
HTS001_DS8-2	I21	DS8	gefitinib	7.47625e-11	0.0427450538457354	0.000499205530970172
HTS001_DS8-2	I22	DS8	gefitinib	1.86875e-11	0.0418798389390628	0.000485484602382531
HTS001_DS8-2	I23	DS8			0.0410108906959037	0.000770939119753909
HTS001_DS8-2	J2	DS8			0.0389961592476451	0.000645802310223202
HTS001_DS8-2	J3	DS8	osimertinib	3.96875e-06	-0.00647701198193866	0.000971035210428219
HTS001_DS8-2	J4	DS8	osimertinib	9.92125e-07	0.00986261587551102	0.000644141726679538
HTS001_DS8-2	J5	DS8	osimertinib	2.48e-07	0.00969628132949171	0.000707639734692256
HTS001_DS8-2	J6	DS8	osimertinib	6.20125e-08	0.0112312921616661	0.00106129587426799
HTS001_DS8-2	J7	DS8	osimertinib	1.55e-08	0.0120683263103628	0.0010023638025027
HTS001_DS8-2	J8	DS8	osimertinib	3.72e-09	0.0315538590527949	0.000616123601921971
HTS001_DS8-2	J9	DS8	osimertinib	1.246e-09	0.0390470567364508	0.00040472290760826
HTS001_DS8-2	J10	DS8	osimertinib	3.0525e-10	0.0340241675924601	0.000546181887592581
HTS001_DS8-2	J11	DS8	osimertinib	7.47625e-11	0.0394551267577653	0.000325170499411016
HTS001_DS8-2	J12	DS8	osimertinib	1.86875e-11	0.0382768302599865	0.000473073194626148
HTS001_DS8-2	J13	DS8	rociletinib	3.96875e-06	-0.00290553485544456	0.000661777588176372
HTS001_DS8-2	J14	DS8	rociletinib	9.92125e-07	0.0108984269064663	0.000943930624298857
HTS001_DS8-2	J15	DS8	rociletinib	2.48e-07	0.0119363391616874	0.000764277893119199
HTS001_DS8-2	J16	DS8	rociletinib	6.20125e-08	0.0347836356093398	0.000596120312764548
HTS001_DS8-2	J17	DS8	rociletinib	1.55e-08	0.0379101803818751	0.000431196850494897
HTS001_DS8-2	J18	DS8	rociletinib	3.72e-09	0.0413557858997389	0.000454810614978301
HTS001_DS8-2	J19	DS8	rociletinib	1.246e-09	0.0405468218921065	0.000737739083901829
HTS001_DS8-2	J20	DS8	rociletinib	3.0525e-10	0.0401979648855241	0.000451231143383857
HTS001_DS8-2	J21	DS8	rociletinib	7.47625e-11	0.0422292205557426	0.000487521054310132
HTS001_DS8-2	J22	DS8	rociletinib	1.86875e-11	0.0449115061204539	0.000410394570441756
HTS001_DS8-2	J23	DS8			0.0397730234844651	0.000567205206189103
HTS001_DS8-2	K2	DS8			0.0369970260035165	0.000795027712651196
HTS001_DS8-2	K3	DS8	lapatinib	3.96875e-06	0.0280460810588623	0.000950238438777813
HTS001_DS8-2	K4	DS8	lapatinib	9.92125e-07	0.030277741443651	0.000635505281714452
HTS001_DS8-2	K5	DS8	lapatinib	2.48e-07	0.0365057989216948	0.000462659982550376
HTS001_DS8-2	K6	DS8	lapatinib	6.20125e-08	0.0370513179047176	0.000787864334211644
HTS001_DS8-2	K7	DS8	lapatinib	1.55e-08	0.0382539381902463	0.000698986695393223
HTS001_DS8-2	K8	DS8	lapatinib	3.72e-09	0.0362641973407428	0.000723277629485092
HTS001_DS8-2	K9	DS8	lapatinib	1.246e-09	0.0397748462851091	0.000500193286427499
HTS001_DS8-2	K10	DS8	lapatinib	3.0525e-10	0.0352479544689079	0.000552649735028903
HTS001_DS8-2	K11	DS8	lapatinib	7.47625e-11	0.0364617763105403	0.000507303982278442
HTS001_DS8-2	K12	DS8	lapatinib	1.86875e-11	0.0408890952469701	0.000683043993708221
HTS001_DS8-2	K13	DS8	afatinib	3.96875e-06	-0.00872056263633474	0.000659937406046037
HTS001_DS8-2	K14	DS8	afatinib	9.92125e-07	0.0177267969878274	0.000824136908791404
HTS001_DS8-2	K15	DS8	afatinib	2.48e-07	0.0141579333295841	0.00135002901994429
HTS001_DS8-2	K16	DS8	afatinib	6.20125e-08	0.00513635675418418	0.00062744738761253
HTS001_DS8-2	K17	DS8	afatinib	1.55e-08	0.00815456511977396	0.000595965938234997
HTS001_DS8-2	K18	DS8	afatinib	3.72e-09	0.0080749258678091	0.000562398982751513
HTS001_DS8-2	K19	DS8	afatinib	1.246e-09	0.0110621027798743	0.000771989376956948
HTS001_DS8-2	K20	DS8	afatinib	3.0525e-10	0.0103830466083316	0.000920497768110914
HTS001_DS8-2	K21	DS8	afatinib	7.47625e-11	0.0287959614825077	0.00106498602343042
HTS001_DS8-2	K22	DS8	afatinib	1.86875e-11	0.0380407432528504	0.000316233229075093
HTS001_DS8-2	K23	DS8			0.0420938750730352	0.000793259247444081
HTS001_DS8-2	L2	DS8			0.0388971840814198	0.000793738841084989
HTS001_DS8-2	L3	DS8	neratinib	3.96875e-06	0.0279639843483544	0.000971544581987605
HTS001_DS8-2	L4	DS8	neratinib	9.92125e-07	0.00773257170178149	0.000851794245332842
HTS001_DS8-2	L5	DS8	neratinib	2.48e-07	0.0286494079561714	0.000815594038814428
HTS001_DS8-2	L6	DS8	neratinib	6.20125e-08	0.0379281006443532	0.000363637365215931
HTS001_DS8-2	L7	DS8	neratinib	1.55e-08	0.0364893508518933	0.000596304120297242
HTS001_DS8-2	L8	DS8	neratinib	3.72e-09	0.051081900664523	0.000981566693466775
HTS001_DS8-2	L9	DS8	neratinib	1.246e-09	0.0377563728045089	0.000896382362784385
